Iso	Gene
TRINITY_DN5004_c0_g1	UPF0462 protein C4orf33 homolog OS=Xenopus tropicalis OX=8364 GN=TEgg072n04.1 PE=2 SV=1 E(blastx)=2e-08
TRINITY_DN8532_c0_g1	Ubiquitin-fold modifier-conjugating enzyme 1 OS=Nematostella vectensis OX=45351 GN=v1g214407 PE=3 SV=1 E(blastx)=8e-69
TRINITY_DN183_c0_g1	Translocon-associated protein subunit delta OS=Mus musculus OX=10090 GN=Ssr4 PE=1 SV=1 E(blastx)=1e-33
TRINITY_DN7552_c0_g1	PACRG-like protein OS=Homo sapiens OX=9606 GN=PACRGL PE=1 SV=2 E(blastx)=6e-41
TRINITY_DN12756_c0_g1	ATP-binding cassette sub-family A member 3 OS=Homo sapiens OX=9606 GN=ABCA3 PE=1 SV=2 E(blastx)=3e-56
TRINITY_DN3190_c0_g1	Tax1-binding protein 1 homolog B OS=Danio rerio OX=7955 GN=tax1bp1b PE=2 SV=3 E(blastx)=2e-24
TRINITY_DN8878_c0_g1	40S ribosomal protein S12 OS=Xenopus laevis OX=8355 GN=rps12 PE=2 SV=2 E(blastx)=2e-28
TRINITY_DN4226_c0_g1	Elongation factor 1-delta OS=Macaca fascicularis OX=9541 GN=EEF1D PE=2 SV=2 E(blastx)=2e-35
TRINITY_DN12290_c0_g1	Protein TAR1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=TAR1-A PE=4 SV=2 E(blastx)=1e-06
TRINITY_DN4349_c0_g1	Stretch-activated cation channel MID1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MID1 PE=1 SV=1 E(blastx)=4e-05
TRINITY_DN395_c0_g1	Golgi apparatus protein 1 OS=Gallus gallus OX=9031 GN=GLG1 PE=1 SV=1 E(blastx)=1e-15
TRINITY_DN3789_c0_g1	60S acidic ribosomal protein P0 OS=Gallus gallus OX=9031 GN=RPLP0 PE=2 SV=1 E(blastx)=1e-18
TRINITY_DN4383_c0_g1	STI1-like protein (Fragment) OS=Plasmodium falciparum OX=5833 PE=4 SV=1 E(blastx)=2e-10
TRINITY_DN13249_c0_g1	Cilia- and flagella-associated protein 53 OS=Mus musculus OX=10090 GN=Cfap53 PE=2 SV=3 E(blastx)=1e-07
TRINITY_DN8717_c0_g1	Protein unc-80 homolog OS=Homo sapiens OX=9606 GN=UNC80 PE=1 SV=2 E(blastx)=7e-15
TRINITY_DN8469_c0_g1	Centrosomal protein of 164 kDa OS=Homo sapiens OX=9606 GN=CEP164 PE=1 SV=3 E(blastx)=5e-38
TRINITY_DN8626_c0_g1	NADH-ubiquinone oxidoreductase chain 1 OS=Metridium senile OX=6116 GN=ND1 PE=3 SV=1 E(blastx)=5e-18
TRINITY_DN4643_c0_g1	Ubiquitin thioesterase zranb1-B OS=Danio rerio OX=7955 GN=zranb1b PE=2 SV=1 E(blastx)=6e-06
TRINITY_DN11792_c0_g1	Protein CBFA2T3 OS=Gallus gallus OX=9031 GN=CBFA2T3 PE=2 SV=1 E(blastx)=2e-37
TRINITY_DN3205_c0_g1	Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2 E(blastx)=9e-05
TRINITY_DN7208_c0_g1	26S proteasome non-ATPase regulatory subunit 2 OS=Pongo abelii OX=9601 GN=PSMD2 PE=2 SV=1 E(blastx)=1e-22
TRINITY_DN5941_c0_g1	Alpha-amylase inhibitor magnificamide OS=Heteractis magnifica OX=38281 PE=1 SV=1 E(blastx)=3e-06
TRINITY_DN8553_c0_g1	Translationally-controlled tumor protein homolog OS=Branchiostoma belcheri OX=7741 PE=2 SV=1 E(blastx)=1e-18
TRINITY_DN4809_c0_g1	Intraflagellar transport protein 88 homolog OS=Mus musculus OX=10090 GN=Ift88 PE=1 SV=2 E(blastx)=1e-22
TRINITY_DN5461_c0_g1	"Adenylate kinase 2, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ak2 PE=2 SV=2 E(blastx)=8e-27"
TRINITY_DN12279_c0_g1	USP6 N-terminal-like protein OS=Mus musculus OX=10090 GN=Usp6nl PE=1 SV=2 E(blastx)=2e-20
TRINITY_DN9555_c0_g1	"5-aminolevulinate synthase, nonspecific, mitochondrial OS=Opsanus tau OX=8068 GN=alas1 PE=2 SV=1 E(blastx)=3e-18"
TRINITY_DN11345_c0_g1	E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens OX=9606 GN=RNF20 PE=1 SV=2 E(blastx)=2e-06
TRINITY_DN7746_c0_g1	ATP-dependent DNA helicase Q5 OS=Rattus norvegicus OX=10116 GN=Recql5 PE=1 SV=1 E(blastx)=3e-44
TRINITY_DN5758_c0_g1	Transforming growth factor beta regulator 1 OS=Xenopus tropicalis OX=8364 GN=tbrg1 PE=2 SV=1 E(blastx)=1e-09
TRINITY_DN12055_c0_g1	Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2 E(blastx)=6e-21
TRINITY_DN2955_c0_g1	V-type proton ATPase 21 kDa proteolipid subunit OS=Mus musculus OX=10090 GN=Atp6v0b PE=1 SV=1 E(blastx)=6e-08
TRINITY_DN12213_c0_g1	Caskin-2 OS=Mus musculus OX=10090 GN=Caskin2 PE=1 SV=3 E(blastx)=9e-20
TRINITY_DN7912_c0_g1	Immunoglobulin superfamily DCC subclass member 3 OS=Mus musculus OX=10090 GN=Igdcc3 PE=2 SV=1 E(blastx)=4e-06
TRINITY_DN73_c0_g1	Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=2 E(blastx)=5e-42
TRINITY_DN5182_c0_g1	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6 E(blastx)=6e-23
TRINITY_DN12891_c0_g1	NADH-ubiquinone oxidoreductase chain 5 OS=Metridium senile OX=6116 GN=ND5 PE=3 SV=1 E(blastx)=2e-13
TRINITY_DN1207_c0_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4 E(blastx)=3e-05
TRINITY_DN7722_c0_g1	Putative helicase MOV-10 OS=Mus musculus OX=10090 GN=Mov10 PE=1 SV=2 E(blastx)=5e-35
TRINITY_DN13713_c0_g1	Tubulin beta chain (Fragment) OS=Lymnaea stagnalis OX=6523 PE=2 SV=1 E(blastx)=2e-16
TRINITY_DN7404_c0_g1	Transducin-like enhancer protein 4 OS=Mus musculus OX=10090 GN=Tle4 PE=1 SV=4 E(blastx)=7e-38
TRINITY_DN8019_c0_g1	LON peptidase N-terminal domain and RING finger protein 1 OS=Mus musculus OX=10090 GN=Lonrf1 PE=1 SV=2 E(blastx)=1e-19
TRINITY_DN10802_c0_g1	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2 E(blastx)=1e-10
TRINITY_DN9733_c0_g1	Hydramacin-1 OS=Hydra vulgaris OX=6087 PE=1 SV=1 E(blastx)=4e-17
TRINITY_DN7765_c0_g1	Tetratricopeptide repeat protein 4 OS=Bos taurus OX=9913 GN=TTC4 PE=2 SV=2 E(blastx)=1e-13
TRINITY_DN7493_c0_g1	F-box/LRR-repeat protein 8 OS=Mus musculus OX=10090 GN=Fbxl8 PE=1 SV=1 E(blastx)=6e-09
TRINITY_DN14051_c0_g1	Coagulation factor VII OS=Bos taurus OX=9913 GN=F7 PE=1 SV=2 E(blastx)=7e-15
TRINITY_DN13161_c0_g1	Alpha-2 adrenergic receptor OS=Carassius auratus OX=7957 PE=3 SV=1 E(blastx)=1e-07
TRINITY_DN12684_c0_g1	40S ribosomal protein S25 OS=Danio rerio OX=7955 GN=rps25 PE=2 SV=1 E(blastx)=1e-40
TRINITY_DN10460_c0_g1	La-related protein 7 OS=Xenopus tropicalis OX=8364 GN=larp7 PE=2 SV=1 E(blastx)=4e-21
TRINITY_DN12987_c0_g1	Glia maturation factor beta OS=Pongo abelii OX=9601 GN=GMFB PE=2 SV=3 E(blastx)=3e-10
TRINITY_DN4618_c0_g1	Calcium/calmodulin-dependent protein kinase kinase 2 OS=Homo sapiens OX=9606 GN=CAMKK2 PE=1 SV=2 E(blastx)=2e-26
TRINITY_DN11976_c0_g1	Kinesin-like protein KIF11-A OS=Xenopus laevis OX=8355 GN=kif11-a PE=1 SV=1 E(blastx)=8e-33
TRINITY_DN6687_c0_g1	Transmembrane protein 170A OS=Homo sapiens OX=9606 GN=TMEM170A PE=1 SV=1 E(blastx)=1e-18
TRINITY_DN7289_c0_g1	RING-box protein 1 OS=Salmo salar OX=8030 GN=rbx1 PE=2 SV=2 E(blastx)=7e-60
TRINITY_DN14192_c0_g1	Protein scribble homolog OS=Danio rerio OX=7955 GN=scrib PE=1 SV=1 E(blastx)=1e-26
TRINITY_DN6451_c0_g1	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Pongo abelii OX=9601 GN=CLPX PE=2 SV=1 E(blastx)=4e-56"
TRINITY_DN4609_c0_g1	"DNA polymerase subunit gamma-1, mitochondrial OS=Drosophila melanogaster OX=7227 GN=tam PE=1 SV=2 E(blastx)=7e-27"
TRINITY_DN7280_c0_g1	Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1 E(blastx)=4e-63
TRINITY_DN14112_c0_g1	Kelch repeat and BTB domain-containing protein 4 OS=Mus musculus OX=10090 GN=Kbtbd4 PE=2 SV=1 E(blastx)=2e-06
TRINITY_DN1110_c0_g1	Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2 E(blastx)=6e-45
TRINITY_DN14775_c0_g1	Dehydrogenase/reductase SDR family member 1 OS=Homo sapiens OX=9606 GN=DHRS1 PE=1 SV=1 E(blastx)=5e-09
TRINITY_DN14033_c0_g1	RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2 E(blastx)=3e-22
TRINITY_DN6432_c0_g1	40S ribosomal protein S15 OS=Oryza sativa subsp. japonica OX=39947 GN=RPS15 PE=2 SV=2 E(blastx)=2e-44
TRINITY_DN7212_c0_g1	Sperm-associated antigen 17 OS=Mus musculus OX=10090 GN=Spag17 PE=1 SV=2 E(blastx)=1e-11
TRINITY_DN12633_c0_g1	Protein scribble homolog OS=Danio rerio OX=7955 GN=scrib PE=1 SV=1 E(blastx)=9e-43
TRINITY_DN11379_c0_g1	E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens OX=9606 GN=DZIP3 PE=1 SV=2 E(blastx)=2e-10
TRINITY_DN9748_c0_g1	DDB1- and CUL4-associated factor 13 OS=Danio rerio OX=7955 GN=dcaf13 PE=2 SV=1 E(blastx)=1e-43
TRINITY_DN14125_c0_g1	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3 E(blastx)=1e-39
TRINITY_DN14005_c0_g1	E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens OX=9606 GN=RNF31 PE=1 SV=1 E(blastx)=1e-05
TRINITY_DN3754_c0_g1	Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus OX=10090 GN=Ptpn23 PE=1 SV=2 E(blastx)=3e-09
TRINITY_DN14645_c0_g1	Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3 E(blastx)=2e-29
TRINITY_DN5711_c0_g1	Transmembrane protein 229B OS=Mus musculus OX=10090 GN=TMEM229B PE=2 SV=1 E(blastx)=1e-27
TRINITY_DN10755_c0_g1	Zinc finger CCCH domain-containing protein 18 OS=Mus musculus OX=10090 GN=Zc3h18 PE=1 SV=1 E(blastx)=5e-12
TRINITY_DN3409_c0_g1	Chlorophyll a-b binding protein 1D (Fragment) OS=Solanum lycopersicum OX=4081 GN=CAB1D PE=3 SV=1 E(blastx)=2e-09
TRINITY_DN1284_c0_g1	"DNA topoisomerase I, mitochondrial OS=Homo sapiens OX=9606 GN=TOP1MT PE=1 SV=1 E(blastx)=1e-39"
TRINITY_DN1445_c0_g1	Protein unc-13 homolog C OS=Rattus norvegicus OX=10116 GN=Unc13c PE=1 SV=3 E(blastx)=4e-45
TRINITY_DN6262_c0_g1	L-rhamnose-binding lectin SML OS=Scomberomorus niphonius OX=321164 PE=1 SV=1 E(blastx)=7e-06
TRINITY_DN8068_c0_g1	Glutathione S-transferase 4 OS=Caenorhabditis elegans OX=6239 GN=gst-4 PE=2 SV=1 E(blastx)=1e-14
TRINITY_DN4619_c0_g1	Serine/threonine-protein kinase OSR1 OS=Sus scrofa OX=9823 GN=OXSR1 PE=2 SV=1 E(blastx)=2e-41
TRINITY_DN3888_c0_g1	Endoplasmin OS=Gallus gallus OX=9031 GN=HSP90B1 PE=1 SV=1 E(blastx)=8e-14
TRINITY_DN3463_c0_g1	Eukaryotic translation initiation factor 3 subunit D OS=Nematostella vectensis OX=45351 GN=v1g235689 PE=3 SV=1 E(blastx)=3e-08
TRINITY_DN13540_c0_g1	Peroxisomal membrane protein PMP34 OS=Homo sapiens OX=9606 GN=SLC25A17 PE=1 SV=1 E(blastx)=2e-20
TRINITY_DN10064_c0_g1	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=3 E(blastx)=1e-40
TRINITY_DN10428_c0_g1	EGF and laminin G domain-containing protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=8e-19
TRINITY_DN3505_c0_g1	Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1 E(blastx)=2e-26
TRINITY_DN13079_c0_g1	Breakpoint cluster region protein OS=Mus musculus OX=10090 GN=Bcr PE=1 SV=3 E(blastx)=1e-25
TRINITY_DN12737_c0_g1	"Dynein heavy chain 7, axonemal OS=Homo sapiens OX=9606 GN=DNAH7 PE=1 SV=2 E(blastx)=1e-10"
TRINITY_DN11360_c0_g1	Parafibromin OS=Rattus norvegicus OX=10116 GN=Cdc73 PE=2 SV=1 E(blastx)=3e-19
TRINITY_DN7014_c0_g1	Colorectal mutant cancer protein OS=Homo sapiens OX=9606 GN=MCC PE=1 SV=2 E(blastx)=5e-05
TRINITY_DN8168_c0_g1	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4 E(blastx)=4e-12"
TRINITY_DN10404_c0_g1	Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=3 E(blastx)=5e-12
TRINITY_DN13601_c0_g1	Rabankyrin-5 OS=Mus musculus OX=10090 GN=Ankfy1 PE=1 SV=2 E(blastx)=3e-07
TRINITY_DN3597_c0_g1	Protocadherin-10 OS=Homo sapiens OX=9606 GN=PCDH10 PE=2 SV=2 E(blastx)=1e-13
TRINITY_DN11801_c0_g1	"Fucoxanthin-chlorophyll a-c binding protein, chloroplastic OS=Trieres chinensis OX=1514140 GN=FCPA PE=2 SV=1 E(blastx)=8e-29"
TRINITY_DN8991_c0_g1	Telokin OS=Meleagris gallopavo OX=9103 PE=1 SV=1 E(blastx)=7e-15
TRINITY_DN6761_c0_g1	"Cytochrome c oxidase subunit 5A, mitochondrial OS=Otolemur crassicaudatus OX=9463 GN=COX5A PE=2 SV=1 E(blastx)=3e-28"
TRINITY_DN14647_c0_g1	Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4 E(blastx)=1e-09
TRINITY_DN7967_c0_g1	E3 ubiquitin-protein ligase rnf8 OS=Danio rerio OX=7955 GN=rnf8 PE=2 SV=1 E(blastx)=9e-15
TRINITY_DN3594_c0_g1	Heat shock protein HSP 90-alpha OS=Gallus gallus OX=9031 GN=HSP90AA1 PE=3 SV=3 E(blastx)=4e-33
TRINITY_DN3884_c0_g1	Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3 E(blastx)=3e-11
TRINITY_DN7445_c0_g1	Flotillin-2 OS=Bos taurus OX=9913 GN=FLOT2 PE=2 SV=1 E(blastx)=4e-21
TRINITY_DN12791_c0_g1	Septin-2B OS=Xenopus tropicalis OX=8364 GN=sept2-B PE=2 SV=1 E(blastx)=2e-53
TRINITY_DN6007_c0_g1	Fibroblast growth factor receptor OS=Hydra vulgaris OX=6087 GN=FGFR PE=2 SV=1 E(blastx)=6e-37
TRINITY_DN5803_c0_g1	B-cell receptor-associated protein 31 OS=Pongo abelii OX=9601 GN=BCAP31 PE=2 SV=3 E(blastx)=1e-11
TRINITY_DN12051_c0_g1	IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1 E(blastx)=7e-06
TRINITY_DN12813_c0_g1	Techylectin-5B OS=Tachypleus tridentatus OX=6853 PE=1 SV=1 E(blastx)=5e-34
TRINITY_DN1561_c0_g1	CTP synthase 1-B OS=Xenopus laevis OX=8355 GN=ctps1-b PE=2 SV=1 E(blastx)=1e-38
TRINITY_DN9776_c0_g1	General transcription factor IIH subunit 1 OS=Homo sapiens OX=9606 GN=GTF2H1 PE=1 SV=1 E(blastx)=3e-19
TRINITY_DN13335_c0_g1	Triple functional domain protein OS=Danio rerio OX=7955 GN=trio PE=3 SV=1 E(blastx)=2e-09
TRINITY_DN10060_c0_g1	Xaa-Pro aminopeptidase 2 OS=Rattus norvegicus OX=10116 GN=Xpnpep2 PE=1 SV=1 E(blastx)=1e-10
TRINITY_DN4800_c0_g1	Eukaryotic translation initiation factor 2 subunit 2 OS=Bos taurus OX=9913 GN=EIF2S2 PE=2 SV=1 E(blastx)=9e-10
TRINITY_DN9542_c0_g1	PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=2 E(blastx)=3e-13
TRINITY_DN2956_c0_g1	Highly reducing polyketide synthase gloL OS=Glarea lozoyensis (strain ATCC 20868 / MF5171) OX=1116229 GN=gloL PE=1 SV=1 E(blastx)=3e-19
TRINITY_DN4633_c0_g1	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3 E(blastx)=6e-16
TRINITY_DN13344_c0_g1	Nuclear factor of activated T-cells 5 OS=Homo sapiens OX=9606 GN=NFAT5 PE=1 SV=1 E(blastx)=3e-05
TRINITY_DN8300_c0_g1	Histone H4 OS=Dendronephthya klunzingeri OX=84964 GN=H4DEKL PE=3 SV=3 E(blastx)=1e-24
TRINITY_DN8098_c0_g1	Quinone oxidoreductase-like protein 2 homolog OS=Nematostella vectensis OX=45351 GN=v1g238856 PE=3 SV=1 E(blastx)=2e-19
TRINITY_DN11962_c0_g1	Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens OX=9606 GN=DDX31 PE=1 SV=2 E(blastx)=6e-24
TRINITY_DN9834_c0_g1	"POU domain protein 2, isoform B OS=Drosophila melanogaster OX=7227 GN=pdm2 PE=2 SV=2 E(blastx)=1e-08"
TRINITY_DN3391_c0_g1	Exportin-1 OS=Mus musculus OX=10090 GN=Xpo1 PE=1 SV=1 E(blastx)=9e-49
TRINITY_DN14688_c0_g1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Sus scrofa OX=9823 GN=ABHD5 PE=2 SV=1 E(blastx)=3e-22
TRINITY_DN2564_c0_g1	Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2 E(blastx)=5e-18
TRINITY_DN3421_c0_g1	Proteasome subunit beta type-1 OS=Oryza sativa subsp. japonica OX=39947 GN=PBF1 PE=2 SV=1 E(blastx)=2e-12
TRINITY_DN13400_c0_g1	YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4 E(blastx)=5e-23
TRINITY_DN4202_c0_g1	Adenylyl cyclase-associated protein 1 OS=Bos taurus OX=9913 GN=CAP1 PE=2 SV=3 E(blastx)=1e-16
TRINITY_DN10128_c0_g1	Adenylate cyclase type 6 OS=Mus musculus OX=10090 GN=Adcy6 PE=1 SV=1 E(blastx)=3e-05
TRINITY_DN11675_c0_g1	Homeobox protein ARX OS=Mus musculus OX=10090 GN=Arx PE=1 SV=3 E(blastx)=2e-16
TRINITY_DN13274_c0_g1	"Aspartate--tRNA ligase, cytoplasmic OS=Pongo abelii OX=9601 GN=DARS1 PE=2 SV=1 E(blastx)=4e-42"
TRINITY_DN3479_c0_g1	Glutathione reductase (Fragment) OS=Rattus norvegicus OX=10116 GN=Gsr PE=2 SV=2 E(blastx)=3e-29
TRINITY_DN13182_c0_g1	Histone-lysine N-methyltransferase 2C OS=Homo sapiens OX=9606 GN=KMT2C PE=1 SV=3 E(blastx)=3e-21
TRINITY_DN14394_c0_g1	Prominin-1 OS=Mus musculus OX=10090 GN=Prom1 PE=1 SV=1 E(blastx)=1e-06
TRINITY_DN10110_c0_g1	NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Mus musculus OX=10090 GN=Wwp2 PE=1 SV=1 E(blastx)=1e-22
TRINITY_DN12820_c0_g1	Bromodomain adjacent to zinc finger domain protein 1A OS=Mus musculus OX=10090 GN=Baz1a PE=1 SV=3 E(blastx)=3e-09
TRINITY_DN8053_c0_g1	"Arginine--tRNA ligase, cytoplasmic OS=Xenopus tropicalis OX=8364 GN=rars1 PE=2 SV=1 E(blastx)=5e-32"
TRINITY_DN9122_c0_g1	Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1 E(blastx)=4e-61
TRINITY_DN339_c0_g1	40S ribosomal protein S16 OS=Heteropneustes fossilis OX=93621 GN=rps16 PE=2 SV=1 E(blastx)=5e-37
TRINITY_DN6141_c0_g1	Calmodulin OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cam1 PE=1 SV=1 E(blastx)=1e-13
TRINITY_DN7315_c0_g1	Peptide methionine sulfoxide reductase OS=Drosophila melanogaster OX=7227 GN=Eip71CD PE=1 SV=2 E(blastx)=3e-14
TRINITY_DN14238_c0_g1	Choline transporter-like protein 4 OS=Xenopus laevis OX=8355 GN=slc44a4 PE=2 SV=1 E(blastx)=4e-27
TRINITY_DN3467_c0_g1	14-3-3 protein gamma (Fragments) OS=Ovis aries OX=9940 GN=YWHAG PE=1 SV=1 E(blastx)=3e-17
TRINITY_DN1718_c0_g1	Peroxiredoxin-6 OS=Gallus gallus OX=9031 GN=PRDX6 PE=2 SV=3 E(blastx)=2e-11
TRINITY_DN4695_c0_g1	Protein DD3-3 OS=Dictyostelium discoideum OX=44689 GN=DD3-3 PE=2 SV=1 E(blastx)=1e-05
TRINITY_DN7401_c0_g1	Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2 E(blastx)=2e-18
TRINITY_DN1112_c0_g1	TBC1 domain family member 23 OS=Xenopus laevis OX=8355 GN=tbc1d23 PE=2 SV=1 E(blastx)=7e-10
TRINITY_DN7451_c0_g1	Papaya proteinase 4 OS=Carica papaya OX=3649 PE=1 SV=3 E(blastx)=2e-05
TRINITY_DN8442_c0_g1	Splicing factor 3B subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1 E(blastx)=3e-14
TRINITY_DN10269_c0_g1	Bromodomain and PHD finger-containing protein 3 OS=Homo sapiens OX=9606 GN=BRPF3 PE=1 SV=2 E(blastx)=9e-26
TRINITY_DN6082_c0_g1	Dehydrogenase/reductase SDR family member 1 OS=Mus musculus OX=10090 GN=Dhrs1 PE=1 SV=1 E(blastx)=4e-14
TRINITY_DN6218_c0_g1	Kinesin light chain OS=Doryteuthis pealeii OX=1051067 PE=2 SV=1 E(blastx)=3e-20
TRINITY_DN9735_c0_g1	26S proteasome non-ATPase regulatory subunit 1 OS=Rattus norvegicus OX=10116 GN=Psmd1 PE=1 SV=1 E(blastx)=3e-61
TRINITY_DN3210_c0_g1	"Probable 3',5'-cyclic phosphodiesterase pde-5 OS=Caenorhabditis elegans OX=6239 GN=pde-5 PE=3 SV=3 E(blastx)=4e-29"
TRINITY_DN3042_c0_g1	H/ACA ribonucleoprotein complex subunit cbf5 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=cbf5 PE=2 SV=1 E(blastx)=1e-48
TRINITY_DN6648_c0_g1	40S ribosomal protein S29 OS=Ixodes scapularis OX=6945 GN=RpS29 PE=3 SV=1 E(blastx)=3e-29
TRINITY_DN1708_c0_g1	Ras-related protein Rab-1A OS=Lymnaea stagnalis OX=6523 GN=RAB1A PE=2 SV=1 E(blastx)=1e-23
TRINITY_DN7543_c0_g1	ER membrane protein complex subunit 1 OS=Gallus gallus OX=9031 GN=EMC1 PE=2 SV=1 E(blastx)=2e-26
TRINITY_DN13411_c0_g1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PIK3CB PE=1 SV=1 E(blastx)=6e-22"
TRINITY_DN10178_c0_g1	Zinc transporter 9 OS=Danio rerio OX=7955 GN=slc30a9 PE=2 SV=1 E(blastx)=3e-37
TRINITY_DN6990_c0_g1	"Myosin regulatory light chain 2, smooth muscle major isoform OS=Gallus gallus OX=9031 PE=1 SV=2 E(blastx)=3e-37"
TRINITY_DN14102_c0_g1	Amyloid-beta A4 protein OS=Mus musculus OX=10090 GN=App PE=1 SV=3 E(blastx)=4e-05
TRINITY_DN2087_c0_g1	mRNA export factor OS=Danio rerio OX=7955 GN=rae1 PE=2 SV=2 E(blastx)=6e-23
TRINITY_DN549_c0_g1	Plasma kallikrein OS=Rattus norvegicus OX=10116 GN=Klkb1 PE=1 SV=1 E(blastx)=2e-19
TRINITY_DN5232_c0_g1	Lysine-specific demethylase 9 OS=Homo sapiens OX=9606 GN=RSBN1 PE=1 SV=2 E(blastx)=2e-43
TRINITY_DN12311_c0_g1	Pleckstrin homology domain-containing family H member 1 OS=Danio rerio OX=7955 GN=plekhh1 PE=2 SV=1 E(blastx)=3e-06
TRINITY_DN6968_c0_g1	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3 E(blastx)=3e-17
TRINITY_DN10674_c0_g1	Mitogen-activated protein kinase kinase kinase kinase 3 OS=Rattus norvegicus OX=10116 GN=Map4k3 PE=1 SV=2 E(blastx)=6e-78
TRINITY_DN1833_c0_g1	COMM domain-containing protein 3 OS=Bos taurus OX=9913 GN=COMMD3 PE=2 SV=1 E(blastx)=8e-14
TRINITY_DN7509_c0_g1	Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1 E(blastx)=6e-39
TRINITY_DN5164_c0_g1	Helicase ARIP4 OS=Xenopus tropicalis OX=8364 GN=rad54l2 PE=2 SV=1 E(blastx)=4e-07
TRINITY_DN13287_c0_g1	Microtubule-actin cross-linking factor 1 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2 E(blastx)=6e-07
TRINITY_DN11707_c0_g1	40S ribosomal protein S20 OS=Xenopus laevis OX=8355 GN=rps20 PE=1 SV=1 E(blastx)=2e-42
TRINITY_DN3063_c0_g1	Gamma-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTG2 PE=1 SV=2 E(blastx)=1e-11
TRINITY_DN6708_c0_g1	ATP-binding cassette sub-family A member 3 OS=Homo sapiens OX=9606 GN=ABCA3 PE=1 SV=2 E(blastx)=5e-14
TRINITY_DN4503_c0_g1	Helicase with zinc finger domain 2 OS=Mus musculus OX=10090 GN=Helz2 PE=1 SV=1 E(blastx)=2e-06
